Mark 4:35-41,Proper 7B
Mark 5:21-43,Proper 8B
Mark 6:1-13,Proper 9B
Mark 6:14-29,Proper 10B
"Mark 6:30-34,53-56",Proper 11B
"Mark 7:1-8,14-15,21-23",Proper 17B
Mark 7:24-37,Proper 18B
Mark 8:27-38,Proper 19B
Mark 8:31-38,Lent 2B
Mark 9:2-9,Last Epiphany B
Mark 9:30-37,Proper 20B
Mark 9:38-50,Proper 21B
Mark 10:2-16,Proper 22B
Mark 10:17-31,Proper 23B
Mark 10:35-45,Proper 24B
Mark 10:46-52,Proper 25B
Mark 11:1-11,Palm Sunday B
Mark 12:28-34,Proper 26B
Mark 12:38-44,Proper 27B
Mark 13:1-8,Proper 28B
Mark 13:24-37,Advent 1B
Mark 14:1—15:47,Palm Sunday B
"Mark 15:1-39,(40-47)",Palm Sunday B
Mark 16:1-8,Easter Vigil B
Mark 16:1-8,Easter Day B
"Mark 16:9-15,20",Saturday in Easter Week
Mark 16:15-20,St Mark
Luke 1:26-38,Advent 4B
Luke 1:26-38,The Annunciation
"Luke 1:39-45,(46-55)",Advent 4C
Luke 1:39-57,The Visitation
Luke 1:46-55,St Mary the Virgin
Luke 1:57-80,Nativity of St John the Baptist
"Luke 2:1-14,(15-20)","""Christmas Day I A,B,C"""
"Luke 2:(1-7),8-20","""Christmas Day II A,B,C"""
Luke 2:15-21,Holy Name A
Luke 2:22-40,The Presentation
Luke 2:41-52 ,"""Christmas 2A,B,C"""
Luke 2:41-52,St Joseph
Luke 3:1-6,Advent 2C
Luke 3:7-18,Advent 3C
"Luke 3:15-17,21-22",Epiphany 1C
Luke 4:1-13,Lent 1C
Luke 4:14-21,Epiphany 3C
Luke 4:14-21,St Luke
Luke 4:21-30,Epiphany 4C
Luke 5:1-11,Epiphany 5C
Luke 6:17-26,Epiphany 6C / Proper 1C
Luke 6:20-31,All Saints C
Luke 6:27-38,Epiphany 7C / Proper 2C
Luke 6:39-49,Epiphany 8C / Proper 3C
Luke 7:1-10,Proper 4C
Luke 7:11-17,Proper 5C
Luke 7:36—8:3,Proper 6C
Luke 8:26-39,Proper 7C
Luke 9:28-36,The Transfiguration
"Luke 9:28-36,(37-43a)",Last Epiphany C
Luke 9:51-62,Proper 8C
"Luke 10:1-11,16-20",Proper 9C
Luke 10:25-37,Proper 10C
Luke 10:38-42,Proper 11C
Luke 11:1-13,Proper 12C
Luke 12:13-21,Proper 13C
Luke 12:32-40,Proper 14C
Luke 12:49-56,Proper 15C
Luke 13:1-9,Lent 3C
Luke 13:10-17,Proper 16C
Luke 13:31-35,Lent 2C
"Luke 14:1,7-14",Proper 17C
Luke 14:25-33,Proper 18C
"Luke 15:1-3,11b-32",Lent 4C 
Luke 15:1-10,Proper 19C
Luke 16:1-13,Proper 20C
Luke 16:19-31,Proper 21C
Luke 17:5-10,Proper 22C
Luke 17:11-19,Proper 23C
Luke 17:11-19,Thanksgiving Day A
Luke 18:1-8,Proper 24C
Luke 18:9-14,Proper 25C
Luke 19:1-10,Proper 26C
Luke 19:28-40,Palm Sunday C
Luke 20:27-38,Proper 27C
Luke 21:5-19,Proper 28C
Luke 21:25-36,Advent 1C
Luke 22:14—23:56,Palm Sunday C
Luke 22:24-30,St Bartholomew
Luke 23:1-49,Palm Sunday C
Luke 23:33-43,Proper 29C
Luke 24:1-12,Easter Vigil C
Luke 24:1-12,Easter Day C
Luke 24:13-35,Easter 3A
Luke 24:13-35,Wednesday in Easter Week
Luke 24:13-49,Easter Evening
Luke 24:36b-48,Easter 3B
Luke 24:36b-48,Thursday in Easter Week
Luke 24:44-53,Ascension Day
John 1:1-14,"Christmas Day III A,B,C"
John 1:1-18,"Christmas 1A,B,C"
"John 1:6-8,19-28",Advent 3B
John 1:29-42,Epiphany 2A
John 1:43-51,Epiphany 2B
John 1:47-51,St Michael & All Angels
John 2:1-11,Epiphany 2C
John 2:13-22,Lent 3B
John 3:1-17,Lent 2A
John 3:1-17,Trinity Sunday B
John 3:14-21,Lent 4B
John 4:5-42,Lent 3A
John 5:1-9,Easter 6C
John 6:1-21,Proper 12B
John 6:24-35,Proper 13B
John 6:25-35,Thanksgiving Day C
"John 6:35,41-51",Proper 14B
John 6:51-58,Proper 15B
John 6:56-69,Proper 16B
John 7:37-39,Day of Pentecost A
John 7:37-39a,Vigil of Pentecost
John 9:1-41,Lent 4A
John 10:1-10,Easter 4A
John 10:11-18,Easter 4B
John 10:22-30,Easter 4C
John 11:1-45,Lent 5A
John 11:32-44,All Saints B
John 12:1-8,Lent 5C
John 12:1-11,Monday in Holy Week
John 12:12-16,Palm Sunday B
John 12:20-33,Lent 5B
John 12:20-36,Tuesday in Holy Week
John 12:31-36a,Holy Cross Day
"John 13:1-17,31b-35",Maundy Thursday
John 13:21-32,Wednesday in Holy Week
John 13:31-35,Easter 5C
John 14:1-14,Easter 5A
John 14:6-14,St Philip & St James
"John 14:8-17,(25-27)",Day of Pentecost C
John 14:15-21,Easter 6A
John 14:23-29,Easter 6C
"John 15:1,6-16",St Matthias
John 15:1-8,Easter 5B
John 15:9-17,Easter 6B
John 15:26-27; 16:4b-15,Day of Pentecost B
John 15:17-27,St Simon & St Jude
John 16:12-15,Trinity Sunday C
John 17:1-11,Easter 7A
John 17:6-19,Easter 7B
John 17:20-26,Easter 7C
John 18:1-19:42,Good Friday
John 18:33-37,Proper 29B
John 19:38-42,Holy Saturday
John 20:1-18,"Easter Day A,B,C"
John 20:11-18,Tuesday in Easter Week
John 20:11-18,St Mary Magdalene
John 20:19-23,Day of Pentecost A
John 20:19-31,"Easter 2A,B,C"
John 20:24-29,St Thomas
John 21:1-14,Friday in Easter Week
John 21:1-19,Easter 3C
John 21:15-19,St Peter & St Paul
John 21:19b-24,St John
Acts 1:1-11,Ascension Day
Acts 1:6-14,Easter 7A
"Acts 1:15-17,21-26",Easter 7B
Acts 1:15-26,St Matthias
Acts 2:1-11,Vigil of Pentecost
Acts 2:1-21,"Day of Pentecost A,B,C"
"Acts 2:14a,22-32",Easter 2A
"Acts 2:14,22b-32",Monday in Easter Week
"Acts 2:14a,36-41",Easter 3A
Acts 2:36-41,Tuesday in Easter Week
Acts 2:42-47,Easter 4A
Acts 3:1-10,Wednesday in Easter Week
Acts 3:11-26,Thursday in Easter Week
Acts 3:12-19,Easter 3B
Acts 4:1-12,Friday in Easter Week
Acts 4:5-12,Easter 4B
Acts 4:8-13,Confession of St Peter
Acts 4:13-21,Saturday in Easter Week
Acts 4:32-35,Easter 2B
Acts 5:27-32,Easter 2C
"Acts 6:8––7:2a,51c-60",St Stephen
Acts 7:55-60,Easter 5A
Acts 8:14-17,Epiphany 1C
Acts 8:26-40,Easter 5B
"Acts 9:1-6,(7-20)",Easter 3C
Acts 9:36-43,Easter 4C
Acts 10:34-43 ,Epiphany 1A
Acts 10:34-43 ,"Easter Day A,B,C"
Acts 10:44-48,Easter 6B
Acts 11:1-18,Easter 5C
Acts 11:19-30; 13:1-3,St Barnabas
Acts 11:27––12:3,St James
Acts 13:14b-26,Nativity of St John the Baptist
Acts 15:12-22a,St James of Jerusalem
Acts 16:9-15,Easter 6C
Acts 16:16-34,Easter 7C
Acts 17:22-31,Easter 6A
Acts 19:1-7,Epiphany 1B
Acts 26:9-21,Conversion of St Paul
Romans 1:1-7 ,Advent 4A
"Romans 1:16-17; 3:22b-28,(29-31)",Proper 4A
"Romans 4:1-5,13-17",Lent 2A
Romans 4:13-18,St Joseph
Romans 4:13-25,Lent 2B
Romans 4:13-25,Proper 5A
Romans 5:1-5,Trinity Sunday C
Romans 5:1-8,Proper 6A
Romans 5:1-11,Lent 3A
Romans 5:12-19 ,Lent 1A
Romans 6:1b-11,Proper 7A
Romans 6:3-11,Easter Vigil
Romans 6:12-23,Proper 8A
Romans 7:15-25a,Proper 9A
Romans 8:1-11,Proper 10A
Romans 8:6-11,Lent 5A
Romans 8:12-17,Trinity Sunday B
Romans 8:12-25,Proper 11A
Romans 8:14-17,Day of Pentecost C
"Romans 8:14-17,22-27",Vigil of Pentecost
Romans 8:22-27,Day of Pentecost B
Romans 8:26-39,Proper 12A
Romans 9:1-5,Proper 13A
Romans 10:5-15,Proper 14A
Romans 10:8b-13,Lent 1C
Romans 10:8b-18,St Andrew
"Romans 11:1-2a,29-32",Proper 15A
Romans 12:1-8,Proper 16A
Romans 12:9-16b,The Visitation
Romans 12:9-21,Proper 17A
Romans 13:8-14,Proper 18A
Romans 13:11-14 ,Advent 1A
Romans 14:1-12,Proper 19A
Romans 15:4-13 ,Advent 2A
Romans 16:25-27,Advent 4B
1 Corinthians 1:1-9 ,Epiphany 2A
1 Corinthians 1:3-9,Advent 1B
1 Corinthians 1:10-18 ,Epiphany 3A
1 Corinthians 1:18-25,Lent 3B
1 Corinthians 1:18-31 ,Epiphany 4A
1 Corinthians 1:18-31 ,Tuesday in Holy Week
1 Corinthians 2:1-12(13-16) ,Epiphany 5A
1 Corinthians 3:1-9 ,Epiphany 6A / Proper 1A
"1 Corinthians 3:10-11,16-23",Epiphany 7A / Proper 2A
1 Corinthians 4:1-5 ,Epiphany 8A / Proper 3A
1 Corinthians 4:9-15,St Bartholomew
1 Corinthians 5:6b-8,Easter Evening
1 Corinthians 6:12-20,Epiphany 2B
1 Corinthians 7:29-31,Epiphany 3B
1 Corinthians 8:1-13,Epiphany 4B
1 Corinthians 9:16-23,Epiphany 5B
1 Corinthians 9:24-27,Epiphany 6B / Proper 1B
1 Corinthians 10:1-13,Lent 3C
1 Corinthians 11:23-26,Maundy Thursday
1 Corinthians 12:1-11,Epiphany 2C
1 Corinthians 12:3b-13,Day of Pentecost A
1 Corinthians 12:12-31a,Epiphany 3C
1 Corinthians 13:1-13,Epiphany 4C
1 Corinthians 15:1-11,Epiphany 5C
1 Corinthians 15:1-11,Easter Day B
1 Corinthians 15:1-11,St James of Jerusalem
1 Corinthians 15:12-20,Epiphany 6C / Proper 1C
1 Corinthians 15:19-26,Easter Day C
"1 Corinthians 15:35-38,42-50",Epiphany 7C / Proper 2C
1 Corinthians 15:51-58,Epiphany 8C / Proper 3C
2 Corinthians 1:18-22,Epiphany 7B / Proper 2B
2 Corinthians 3:1-6,Epiphany 8B / Proper 3B
2 Corinthians 3:12—4:2,Last Epiphany C
2 Corinthians 4:1-6,St Philip & St James
2 Corinthians 4:3-6,Last Epiphany B
2 Corinthians 4:5-12,Proper 4B
2 Corinthians 4:13—5:1,Proper 5B
"2 Corinthians 5: 6-10, (11-13),14-17",Proper 6B
2 Corinthians 5:14-18,St Mary Magdalene
2 Corinthians 5:16-21,Lent 4C
2 Corinthians 5:20b—6:10 ,"Ash Wednesday A,B,C"
2 Corinthians 6:1-13,Proper 7B
2 Corinthians 8:7-15,Proper 8B
2 Corinthians 9:6-15,Thanksgiving Day A
2 Corinthians 12:2-10,Proper 9B
2 Corinthians 13:11-13,Trinity Sunday A
Galatians 1:1-12,Proper 4C
Galatians 1:11-24,Proper 5C
Galatians 1:11-24,Conversion of St Paul
Galatians 2:15-21,Proper 6C
Galatians 3:23-25; 4:4-7 ,"Christmas 1A,B,C"
Galatians 3:23-29,Proper 7C
Galatians 4:4-7 ,Holy Name A
Galatians 4:4-7 ,St Mary the Virgin
"Galatians 5:1,13-25",Proper 8C
"Galatians 6:(1-6),7-16",Proper 9C
Galatians 6:14-18,Holy Cross Day
Ephesians 1:3-14,Proper 10B
"Ephesians 1:3-6, 15-19a ","Christmas 2A,B,C"
Ephesians 1:11-23,All Saints C
Ephesians 1:15-23,Ascension Day
Ephesians 1:15-23,Proper 29A
Ephesians 2:1-10,Lent 4B
Ephesians 2:11-22,Proper 11B
Ephesians 2:13-22,St Simon & St Jude
Ephesians 3:1-12 ,The Epiphany
Ephesians 3:14-21,Proper 12B
Ephesians 4:1-16,Proper 13B
"Ephesians 4:7-8,11-16",St Mark
Ephesians 4:25—5:2,Proper 14B
Ephesians 5:8-14,Lent 4A
Ephesians 5:15-20,Proper 15B
Ephesians 6:10-20,Proper 16B
Philippians 1:3-11,Advent 2C
Philippians 1:21-30,Proper 20A
Philippians 2:1-13,Proper 21A
Philippians 2:5-11 ,Holy Name A
Philippians 2:5-11 ,"Palm Sunday A,B,C"
Philippians 2:5-11 ,Holy Cross Day
Philippians 3:4b-14,Lent 5C
Philippians 3:4b-14,Proper 22A
Philippians 3:13b-21,St Matthias
Philippians 3:17—4:1,Lent 2C
Philippians 4:1-9,Proper 23A
Philippians 4:4-7,Advent 3C
Philippians 4:4-9,Thanksgiving Day C
Colossians 1:1-14,Proper 10C
Colossians 1:11-20,Proper 29C
Colossians 1:15-28,Proper 11C
"Colossians 2:6-15,(16-19)",Proper 12C
Colossians 3:1-4,Easter Day A
Colossians 3:1-11,Proper 13C
1 Thessalonians 1:1-10,Proper 24A
1 Thessalonians 2:1-8,Proper 25A
1 Thessalonians 2:9-13,Proper 26A
1 Thessalonians 3:9-13,Advent 1C
1 Thessalonians 4:13-18,Proper 27A
1 Thessalonians 5:1-11,Proper 28A
1 Thessalonians 5:16-24,Advent 3B
"2 Thessalonians 1:1-4,11-12",Proper 26C
"2 Thessalonians 2:1-5,13-17",Proper 27C
2 Thessalonians 3:6-13,Proper 28C
1 Timothy 1:12-17,Proper 19C
1 Timothy 2:1-7,Proper 20C
1 Timothy 2:1-7,Thanksgiving Day B
1 Timothy 6:6-19,Proper 21C
2 Timothy 1:1-14,Proper 22C
2 Timothy 2:8-15,Proper 23C
2 Timothy 3:14-17,St Matthew
2 Timothy 3:14—4:5,Proper 24C
2 Timothy 4:1-8,St Peter & St Paul
2 Timothy 4:5-13,St Luke
"2 Timothy 4:6-8,16-18",Proper 25C
Titus 2:11-14 ,"Christmas Day I A,B,C"
Titus 3:4-7 ,"Christmas Day II A,B,C"
Philemon 1-21,Proper 18C
"Hebrews 1:1-4,(5-12) ","Christmas Day III A,B,C"
Hebrews 1:1-4; 2:5-12,Proper 22B
Hebrews 2:14-18,The Presentation
Hebrews 4:12-16,Proper 23B
Hebrews 4:14-16; 5:7-9,Good Friday
Hebrews 5:1-10,Proper 24B
Hebrews 5:5-10,Lent 5B
Hebrews 7:23-28,Proper 25B
Hebrews 9:11-14,Proper 26B
Hebrews 9:11-15,Monday in Holy Week
Hebrews 9:24-28,Proper 27B
Hebrews 10:4-10,The Annunciation
Hebrews 10:5-10,Advent 4C
Hebrews 10:11-14 (15-18)19-25,Proper 28B
Hebrews 10:16-25,Good Friday
Hebrews 10:35––11:1,St Thomas
"Hebrews 11:1-3,8-16",Proper 14C
Hebrews 11:8-16,Independence Day
Hebrews 11:29—12:2,Proper 15C
Hebrews 12:1-3,Wednesday in Holy Week
Hebrews 12:18-29,Proper 16C
"Hebrews 13:1-8,15-16",Proper 17C
James 1:17-27,Proper 17B
"James 2:1-10(11-13),14-17",Proper 18B
James 3:1-12,Proper 19B
"James 3:13—4:3,7-8a",Proper 20B
James 5:7-10 ,Advent 3A
James 5:13-20,Proper 21B
1 Peter 1:3-9,Easter 2A
1 Peter 1:17-23,Easter 3A
1 Peter 2:2-10,Easter 5A
1 Peter 2:19-25,Easter 4A
1 Peter 3:13-22,Easter 6A
1 Peter 3:18-22,Lent 1B
1 Peter 4:1-8,Holy Saturday
1 Peter 4:12-14; 5:6-11,Easter 7A
1 Peter 5:1-4,Confession of St Peter
2 Peter 1:13-21,The Transfiguration
2 Peter 1:16-21 ,Last Epiphany A
2 Peter 3:8-15a,Advent 2B
1 John 1:1-9,St John
1 John 1:1—2:2,Easter 2B
1 John 3:16-24,Easter 4B
1 John 3:1-7,Easter 3B
1 John 3:1-3,All Saints A
1 John 4:7-21,Easter 5B
1 John 5:1-6,Easter 6B
1 John 5:9-13,Easter 7B
Revelation 1:4-8,Easter 2C
Revelation 1:4b-8,Proper 29B
Revelation 5:11-14,Easter 3C
Revelation 7:9-17,Easter 4C
Revelation 7:9-17,All Saints A
Revelation 12:7-12,St Michael & All Angels
Revelation 21:1-6,Easter 5C
Revelation 21:1-6a,All Saints B
Revelation 21:1-7,Holy Innocents
"Revelation 21:10,22—22:5",Easter 6C
"Revelation 22:12-14,16-17,20-21",Easter 7C
Canticle 2 ,Vigil of Pentecost
Canticle 2 ,"Trinity Sunday A,B,C"
Canticle 3,Advent 3A
Canticle 3,Advent 3B
Canticle 3,Advent 4B
Canticle 3,Advent 4C
Canticle 3,The Annunciation
Canticle 4 ,Advent 2C
Canticle 4 ,Proper 29C
Canticle 8,Easter Vigil
Canticle 9,Advent 3C
Canticle 9,Easter Vigil
Canticle 9,Proper 28C
Canticle 13,Vigil of Pentecost
Canticle 13,"Trinity Sunday A,B,C"
Canticle 15,Advent 3A
Canticle 15,Advent 3B
Canticle 15,Advent 4B
Canticle 15,Advent 4C
Canticle 15,The Annunciation
Canticle 16,Advent 2C
Canticle 16,Proper 29C
